batter_arch,pitcher_arch,matchup,count_bucket,outcome
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,full,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,hitter_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,home_run
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,two_strikes,hit_by_pitch
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,full,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,full,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,pitcher_ahead,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,hitter_ahead,grounded_into_double_play
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,home_run
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,hitter_ahead,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,home_run
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,grounded_into_double_play
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,fielders_choice
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,home_run
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsL,pitcher_ahead,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsL,two_strikes,single
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsL,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,hitter_ahead,intent_walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsL,two_strikes,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,full,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,full,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,full,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,pitcher_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,double
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,full,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,hit_by_pitch
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,force_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,pitcher_ahead,double
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,hitter_ahead,walk
Balanced / Mixed,Sinker Aces (Elite Sinker Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Sinker Aces (Elite Sinker Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Sinker Aces (Elite Sinker Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,sac_fly
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,home_run
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,home_run
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,pitcher_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,full,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,pitcher_ahead,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,hitter_ahead,intent_walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,full,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,hit_by_pitch
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,intent_walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,force_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,force_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,hit_by_pitch
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,hitter_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,triple
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,two_strikes,double
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,double
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,home_run
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,force_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,full,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,double
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,two_strikes,hit_by_pitch
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsL,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,single
